time,paid_in,best_net,best_gross,bitcoin
2021-12-06 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17724.278730506252
2021-12-07 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17775.942122814602
2021-12-08 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17734.563621296333
2021-12-09 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16706.56647420183
2021-12-10 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16564.24003024824
2021-12-11 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17354.651632152712
2021-12-12 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17587.936286899607
2021-12-13 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16410.409407119136
2021-12-14 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16986.858737076393
2021-12-15 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17170.17365081689
2021-12-16 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16737.06273903514
2021-12-17 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16209.57820346113
2021-12-18 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16456.69668637357
2021-12-19 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16402.847710849834
2021-12-20 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,16484.694639846526
2021-12-21 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17178.923011277187
2021-12-22 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17072.90465633415
2021-12-23 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17863.73791416442
2021-12-24 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17857.128457527546
2021-12-25 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17709.429414319417
2021-12-26 00:00:00+00:00,2200.0,16399.570421643253,17444.36046790379,17841.488536479836
